GeneID;Citrus;Human;Bee;Global_Status
lcl|SDAQ01000038.1_cds_KAI3551728.1_7171;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551729.1_7172;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551730.1_7173;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551731.1_7174;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551732.1_7175;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000038.1_cds_KAI3551733.1_7176;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000038.1_cds_KAI3551734.1_7177;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551735.1_7178;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551736.1_7179;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551737.1_7180;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551738.1_7181;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000038.1_cds_KAI3551739.1_7182;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551740.1_7183;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551741.1_7184;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551742.1_7185;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551743.1_7186;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551744.1_7187;RISK;SAFE;RISK;REJECTED
lcl|SDAQ01000038.1_cds_KAI3551745.1_7188;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551746.1_7189;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551747.1_7190;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551748.1_7191;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551749.1_7192;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000038.1_cds_KAI3551750.1_7193;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551751.1_7194;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551752.1_7195;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551753.1_7196;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000038.1_cds_KAI3551754.1_7197;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551755.1_7198;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000038.1_cds_KAI3551756.1_7199;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551757.1_7200;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551758.1_7201;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551759.1_7202;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551760.1_7203;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551761.1_7204;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551762.1_7205;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551763.1_7206;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551764.1_7207;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551765.1_7208;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551766.1_7209;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551767.1_7210;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551768.1_7211;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000038.1_cds_KAI3551769.1_7212;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551770.1_7213;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551771.1_7214;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551772.1_7215;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551773.1_7216;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551774.1_7217;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551775.1_7218;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000038.1_cds_KAI3551776.1_7219;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000038.1_cds_KAI3551777.1_7220;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551778.1_7221;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551779.1_7222;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000038.1_cds_KAI3551780.1_7223;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551781.1_7224;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551782.1_7225;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551783.1_7226;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551784.1_7227;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551785.1_7228;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551786.1_7229;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551787.1_7230;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000038.1_cds_KAI3551788.1_7231;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551789.1_7232;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551790.1_7233;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551791.1_7234;RISK;RISK;SAFE;REJECTED
lcl|SDAQ01000038.1_cds_KAI3551792.1_7235;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551793.1_7236;RISK;RISK;SAFE;REJECTED
lcl|SDAQ01000038.1_cds_KAI3551794.1_7237;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551795.1_7238;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551796.1_7239;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551797.1_7240;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551798.1_7241;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551799.1_7242;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551800.1_7243;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551801.1_7244;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551802.1_7245;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551803.1_7246;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551804.1_7247;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551805.1_7248;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551806.1_7249;RISK;SAFE;SAFE;REJECTED
lcl|SDAQ01000038.1_cds_KAI3551807.1_7250;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551808.1_7251;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551809.1_7252;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000038.1_cds_KAI3551810.1_7253;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551370.1_7254;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551371.1_7255;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551372.1_7256;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551373.1_7257;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551374.1_7258;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551375.1_7259;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551376.1_7260;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551377.1_7261;SAFE;SAFE;RISK;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551378.1_7262;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551379.1_7263;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551380.1_7264;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551381.1_7265;RISK;SAFE;SAFE;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551382.1_7266;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551383.1_7267;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551384.1_7268;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551385.1_7269;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551386.1_7270;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551387.1_7271;SAFE;SAFE;RISK;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551388.1_7272;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551389.1_7273;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551390.1_7274;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551391.1_7275;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551392.1_7276;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551393.1_7277;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551394.1_7278;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551395.1_7279;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551396.1_7280;RISK;SAFE;SAFE;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551397.1_7281;RISK;SAFE;SAFE;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551398.1_7282;RISK;SAFE;SAFE;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551399.1_7283;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551400.1_7284;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551401.1_7285;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551402.1_7286;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551403.1_7287;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551404.1_7288;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551405.1_7289;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551406.1_7290;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551407.1_7291;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551408.1_7292;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551409.1_7293;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551410.1_7294;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551411.1_7295;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551412.1_7296;RISK;SAFE;SAFE;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551413.1_7297;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551414.1_7298;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551415.1_7299;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551416.1_7300;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551417.1_7301;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551418.1_7302;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551419.1_7303;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551420.1_7304;SAFE;SAFE;RISK;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551421.1_7305;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551422.1_7306;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551423.1_7307;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551424.1_7308;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551425.1_7309;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551426.1_7310;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551427.1_7311;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551428.1_7312;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551429.1_7313;SAFE;SAFE;RISK;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551430.1_7314;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551431.1_7315;RISK;RISK;SAFE;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551432.1_7316;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551433.1_7317;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551434.1_7318;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551435.1_7319;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551436.1_7320;RISK;SAFE;SAFE;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551437.1_7321;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551438.1_7322;SAFE;RISK;RISK;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551439.1_7323;RISK;SAFE;SAFE;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551440.1_7324;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551441.1_7325;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551442.1_7326;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551443.1_7327;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551444.1_7328;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551445.1_7329;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551446.1_7330;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551447.1_7331;SAFE;RISK;RISK;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551448.1_7332;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551449.1_7333;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551450.1_7334;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551451.1_7335;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551452.1_7336;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551453.1_7337;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551454.1_7338;RISK;SAFE;SAFE;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551455.1_7339;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551456.1_7340;RISK;SAFE;SAFE;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551457.1_7341;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551458.1_7342;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551459.1_7343;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551460.1_7344;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551461.1_7345;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551462.1_7346;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551463.1_7347;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551464.1_7348;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551465.1_7349;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551466.1_7350;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551467.1_7351;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551468.1_7352;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551469.1_7353;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551470.1_7354;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551471.1_7355;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551472.1_7356;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551473.1_7357;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000039.1_cds_KAI3551474.1_7358;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551475.1_7359;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551476.1_7360;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551477.1_7361;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000039.1_cds_KAI3551478.1_7362;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551023.1_7363;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551024.1_7364;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551025.1_7365;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551026.1_7366;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551027.1_7367;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551028.1_7368;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551029.1_7369;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000040.1_cds_KAI3551030.1_7370;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551031.1_7371;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551032.1_7372;RISK;SAFE;SAFE;REJECTED
lcl|SDAQ01000040.1_cds_KAI3551033.1_7373;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551034.1_7374;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551035.1_7375;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551036.1_7376;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000040.1_cds_KAI3551037.1_7377;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551038.1_7378;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551039.1_7379;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551040.1_7380;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000040.1_cds_KAI3551041.1_7381;SAFE;RISK;RISK;REJECTED
lcl|SDAQ01000040.1_cds_KAI3551042.1_7382;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551043.1_7383;RISK;RISK;SAFE;REJECTED
lcl|SDAQ01000040.1_cds_KAI3551044.1_7384;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551045.1_7385;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551046.1_7386;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551047.1_7387;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551048.1_7388;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551049.1_7389;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000040.1_cds_KAI3551050.1_7390;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551051.1_7391;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551052.1_7392;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551053.1_7393;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551054.1_7394;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000040.1_cds_KAI3551055.1_7395;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551056.1_7396;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551057.1_7397;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551058.1_7398;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551059.1_7399;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000040.1_cds_KAI3551060.1_7400;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551061.1_7401;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000040.1_cds_KAI3551062.1_7402;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551063.1_7403;RISK;SAFE;SAFE;REJECTED
lcl|SDAQ01000040.1_cds_KAI3551064.1_7404;SAFE;RISK;RISK;REJECTED
lcl|SDAQ01000040.1_cds_KAI3551065.1_7405;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551066.1_7406;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551067.1_7407;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551068.1_7408;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551069.1_7409;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551070.1_7410;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551071.1_7411;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551072.1_7412;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551073.1_7413;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000040.1_cds_KAI3551074.1_7414;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551075.1_7415;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551076.1_7416;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551077.1_7417;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551078.1_7418;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000040.1_cds_KAI3551079.1_7419;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551080.1_7420;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551081.1_7421;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551082.1_7422;SAFE;SAFE;RISK;REJECTED
lcl|SDAQ01000040.1_cds_KAI3551083.1_7423;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000040.1_cds_KAI3551084.1_7424;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551085.1_7425;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551086.1_7426;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551087.1_7427;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551088.1_7428;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000040.1_cds_KAI3551089.1_7429;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551090.1_7430;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551091.1_7431;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551092.1_7432;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551093.1_7433;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551094.1_7434;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000040.1_cds_KAI3551095.1_7435;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000040.1_cds_KAI3551096.1_7436;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000040.1_cds_KAI3551097.1_7437;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551098.1_7438;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551099.1_7439;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551100.1_7440;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551101.1_7441;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551102.1_7442;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551103.1_7443;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000040.1_cds_KAI3551104.1_7444;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000040.1_cds_KAI3551105.1_7445;SAFE;SAFE;SAFE;APPROVED
