================================================================================
RELATORIO DE BIOSSEGURANCA - RNAi
================================================================================
GENE ID                                  | CITRUS     | HUMAN      | BEE       
================================================================================
lcl|SDAQ01000001.1_cds_KAI3559026.1_1    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000058.1_cds_KAI3546236.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000058.1_cds_KAI3546237.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000058.1_cds_KAI3546238.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000058.1_cds_KAI3546239.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545911.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545912.1_9    | [RISK]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545913.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545914.1_9    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545915.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545916.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545917.1_9    | [RISK]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545918.1_9    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545919.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545920.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545921.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545922.1_9    | [SAFE]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000059.1_cds_KAI3545923.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545924.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545925.1_9    | [RISK]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545926.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545927.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545928.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545929.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545930.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545931.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545932.1_9    | [RISK]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545933.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545934.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545935.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545936.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545937.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545938.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545939.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545940.1_9    | [SAFE]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000059.1_cds_KAI3545941.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545942.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545943.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545944.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545945.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545946.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545947.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545948.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545949.1_9    | [RISK]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545950.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545951.1_9    | [RISK]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000059.1_cds_KAI3545952.1_9    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545953.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545954.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545955.1_9    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545956.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545957.1_9    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545958.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545959.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545960.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545961.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545962.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545963.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545964.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545965.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545966.1_9    | [RISK]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545967.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545968.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545969.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545970.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545971.1_9    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545972.1_9    | [RISK]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545973.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545974.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545975.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545976.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545977.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545978.1_9    | [RISK]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000059.1_cds_KAI3545979.1_9    | [RISK]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000059.1_cds_KAI3545980.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545981.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545982.1_9    | [RISK]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000059.1_cds_KAI3545983.1_9    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545984.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545985.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545986.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545987.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545988.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545989.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545990.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545991.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545992.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545993.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545994.1_9    | [SAFE]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000059.1_cds_KAI3545995.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545996.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000059.1_cds_KAI3545997.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545666.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545667.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545668.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545669.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545670.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545671.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545672.1_9    | [RISK]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000060.1_cds_KAI3545673.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545674.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545675.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545676.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545677.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545678.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545679.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545680.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545681.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545682.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545683.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545684.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545685.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545686.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545687.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545688.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545689.1_9    | [RISK]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545690.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545691.1_9    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545692.1_9    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545693.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545694.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545695.1_9    | [RISK]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545696.1_9    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545697.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545698.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545699.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545700.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545701.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545702.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545703.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545704.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545705.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545706.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545707.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545708.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545709.1_9    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545710.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545711.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545712.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545713.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545714.1_9    | [SAFE]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000060.1_cds_KAI3545715.1_9    | [RISK]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545716.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545717.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545718.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545719.1_9    | [RISK]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000060.1_cds_KAI3545720.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545721.1_9    | [SAFE]     | [SAFE]     | [RISK]     | 
lcl|SDAQ01000060.1_cds_KAI3545722.1_9    | [SAFE]     | [SAFE]     | [RISK]     | 
lcl|SDAQ01000060.1_cds_KAI3545723.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545724.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545725.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545726.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545727.1_9    | [SAFE]     | [SAFE]     | [RISK]     | 
lcl|SDAQ01000060.1_cds_KAI3545728.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545729.1_9    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545730.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545731.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545732.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545733.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545734.1_9    | [RISK]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545735.1_9    | [RISK]     | [SAFE]     | [RISK]     | 
lcl|SDAQ01000060.1_cds_KAI3545736.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545737.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545738.1_9    | [RISK]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545739.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545740.1_9    | [RISK]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545741.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545742.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545743.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545744.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000060.1_cds_KAI3545745.1_9    | [SAFE]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000061.1_cds_KAI3545451.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545452.1_9    | [RISK]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545453.1_9    | [RISK]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000061.1_cds_KAI3545454.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545455.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545456.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545457.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545458.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545459.1_9    | [RISK]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545460.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545461.1_9    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545462.1_9    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545463.1_9    | [RISK]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000061.1_cds_KAI3545464.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545465.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545466.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545467.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545468.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545469.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545470.1_9    | [RISK]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000061.1_cds_KAI3545471.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545472.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545473.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545474.1_9    | [RISK]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000061.1_cds_KAI3545475.1_9    | [RISK]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545476.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545477.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545478.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545479.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545480.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545481.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545482.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545483.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545484.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545485.1_9    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545486.1_9    | [RISK]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000061.1_cds_KAI3545487.1_9    | [RISK]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000061.1_cds_KAI3545488.1_9    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545489.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545490.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545491.1_9    | [RISK]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545492.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545493.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545494.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545495.1_9    | [SAFE]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000061.1_cds_KAI3545496.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545497.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545498.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545499.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545500.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545501.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545502.1_9    | [RISK]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000061.1_cds_KAI3545503.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545504.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545505.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545506.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545507.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545508.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545509.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545510.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545511.1_9    | [SAFE]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000061.1_cds_KAI3545512.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545513.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545514.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545515.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545516.1_9    | [RISK]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545517.1_9    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545518.1_9    | [RISK]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545519.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545520.1_9    | [SAFE]     | [SAFE]     | [RISK]     | 
lcl|SDAQ01000061.1_cds_KAI3545521.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545522.1_9    | [SAFE]     | [SAFE]     | [RISK]     | 
lcl|SDAQ01000061.1_cds_KAI3545523.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545524.1_9    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545525.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545526.1_9    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545527.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000061.1_cds_KAI3545528.1_9    | [SAFE]     | [SAFE]     | [SAFE]     | 
