CATEGORIA	ID	GC_CONTENT	DESCRICAO
GOLD	lcl|SDAQ01000050.1_cds_KAI3548233.1_8348	56.8	lcl|SDAQ01000050.1_cds_KAI3548233.1_8348 [locus_tag=CABS02_08351] [protein=eukaryotic translation initiation factor 3 subunit I] [protein_id=KAI3548233.1] [location=complement(join(137207..137350,137410..137634,137687..137803,137859..138339,138485..138534))] [gbkey=CDS]
GOLD	lcl|SDAQ01000051.1_cds_KAI3547984.1_8449	60.0	lcl|SDAQ01000051.1_cds_KAI3547984.1_8449 [locus_tag=CABS02_08452] [protein=ribosomal L18ae protein family] [protein_id=KAI3547984.1] [location=complement(join(171675..171833,171901..172077,172143..172327,172772..172775))] [gbkey=CDS]
GOLD	lcl|SDAQ01000051.1_cds_KAI3547994.1_8459	56.6	lcl|SDAQ01000051.1_cds_KAI3547994.1_8459 [locus_tag=CABS02_08462] [protein=NLI interacting factor-like phosphatase] [protein_id=KAI3547994.1] [location=join(209148..210206,210265..210414,210470..210751,212358..212568,212716..212811,212878..212912)] [gbkey=CDS]
GOLD	lcl|SDAQ01000052.1_cds_KAI3547707.1_8516	51.9	lcl|SDAQ01000052.1_cds_KAI3547707.1_8516 [locus_tag=CABS02_08519] [protein=cytochrome P450] [protein_id=KAI3547707.1] [location=join(92280..92583,92638..92810,92891..92966,93025..93071,93140..93547,93600..93641,93698..93789,93847..93938,93991..94092,94155..94275,94345..94537)] [gbkey=CDS]
GOLD	lcl|SDAQ01000052.1_cds_KAI3547715.1_8524	58.8	lcl|SDAQ01000052.1_cds_KAI3547715.1_8524 [locus_tag=CABS02_08527] [protein=SnoaL-like polyketide cyclase] [protein_id=KAI3547715.1] [location=complement(122882..123967)] [gbkey=CDS]
GOLD	lcl|SDAQ01000053.1_cds_KAI3547438.1_8625	48.4	lcl|SDAQ01000053.1_cds_KAI3547438.1_8625 [locus_tag=CABS02_08628] [protein=cytochrome P450] [protein_id=KAI3547438.1] [location=complement(join(97017..97168,97281..97422,97477..97584,97643..97942,98007..98521,98583..98817))] [gbkey=CDS]
GOLD	lcl|SDAQ01000053.1_cds_KAI3547472.1_8659	55.2	lcl|SDAQ01000053.1_cds_KAI3547472.1_8659 [locus_tag=CABS02_08662] [protein=ubiquitin carboxyl-terminal hydrolase, family 1] [protein_id=KAI3547472.1] [location=join(193647..194094,194200..194534)] [gbkey=CDS]
GOLD	lcl|SDAQ01000053.1_cds_KAI3547479.1_8666	57.9	lcl|SDAQ01000053.1_cds_KAI3547479.1_8666 [locus_tag=CABS02_08669] [protein=RNA polymerase M/15 kDa subunit] [protein_id=KAI3547479.1] [location=join(213965..214549,214710..214799,214875..214919)] [gbkey=CDS]
GOLD	lcl|SDAQ01000053.1_cds_KAI3547480.1_8667	58.3	lcl|SDAQ01000053.1_cds_KAI3547480.1_8667 [locus_tag=CABS02_08670] [protein=50S ribosomal protein L14] [protein_id=KAI3547480.1] [location=complement(join(215342..215637,215717..215801,215858..215872))] [gbkey=CDS]
GOLD	lcl|SDAQ01000053.1_cds_KAI3547491.1_8678	58.2	lcl|SDAQ01000053.1_cds_KAI3547491.1_8678 [locus_tag=CABS02_08681] [protein=cofilin/tropomyosin-type actin-binding protein] [protein_id=KAI3547491.1] [location=complement(join(255323..255718,255781..256370,256434..256452))] [gbkey=CDS]
GOLD	lcl|SDAQ01000055.1_cds_KAI3546971.1_8817	58.0	lcl|SDAQ01000055.1_cds_KAI3546971.1_8817 [locus_tag=CABS02_08820] [protein=cytochrome P450 oxidoreductase] [protein_id=KAI3546971.1] [location=complement(join(145386..146866,146923..147040))] [gbkey=CDS]
GOLD	lcl|SDAQ01000055.1_cds_KAI3546995.1_8841	59.2	lcl|SDAQ01000055.1_cds_KAI3546995.1_8841 [locus_tag=CABS02_08844] [protein=ribosomal protein L21e] [protein_id=KAI3546995.1] [location=complement(join(231730..232060,232187..232302,232368..232403))] [gbkey=CDS]
GOLD	lcl|SDAQ01000055.1_cds_KAI3546998.1_8844	53.4	lcl|SDAQ01000055.1_cds_KAI3546998.1_8844 [locus_tag=CABS02_08847] [protein=DNA polymerase family B] [protein_id=KAI3546998.1] [location=join(235869..236103,236152..241067)] [gbkey=CDS]
GOLD	lcl|SDAQ01000056.1_cds_KAI3546744.1_8934	57.6	lcl|SDAQ01000056.1_cds_KAI3546744.1_8934 [locus_tag=CABS02_08937] [protein=proteasome A-type and B-type] [protein_id=KAI3546744.1] [location=complement(join(238078..238464,238523..238735,238794..238888,239010..239072,239148..239154))] [gbkey=CDS]
GOLD	lcl|SDAQ01000057.1_cds_KAI3546483.1_9022	58.9	lcl|SDAQ01000057.1_cds_KAI3546483.1_9022 [locus_tag=CABS02_09025] [protein=ATP synthase subunit J] [protein_id=KAI3546483.1] [location=complement(join(213024..213073,213129..213179,213298..213327,213390..213438))] [gbkey=CDS]
GOLD	lcl|SDAQ01000059.1_cds_KAI3545967.1_9170	55.5	lcl|SDAQ01000059.1_cds_KAI3545967.1_9170 [locus_tag=CABS02_09173] [protein=translation initiation factor IF-2] [protein_id=KAI3545967.1] [location=complement(join(153072..153223,153287..156302,156363..156386))] [gbkey=CDS]
GOLD	lcl|SDAQ01000059.1_cds_KAI3545974.1_9177	55.8	lcl|SDAQ01000059.1_cds_KAI3545974.1_9177 [locus_tag=CABS02_09180] [protein=ubiquitin carboxyl-terminal hydrolase, family 1] [protein_id=KAI3545974.1] [location=join(175135..175617,175688..175882,175976..176920)] [gbkey=CDS]
GOLD	lcl|SDAQ01000060.1_cds_KAI3545681.1_9216	56.1	lcl|SDAQ01000060.1_cds_KAI3545681.1_9216 [locus_tag=CABS02_09219] [protein=cytochrome P450] [protein_id=KAI3545681.1] [location=complement(join(47605..47767,47823..47989,48093..48407,48463..49293))] [gbkey=CDS]
GOLD	lcl|SDAQ01000060.1_cds_KAI3545728.1_9263	59.8	lcl|SDAQ01000060.1_cds_KAI3545728.1_9263 [locus_tag=CABS02_09266] [protein=ribosomal protein S17] [protein_id=KAI3545728.1] [location=complement(join(199355..199423,199515..199765,200003..200180))] [gbkey=CDS]
GOLD	lcl|SDAQ01000061.1_cds_KAI3545493.1_9323	54.0	lcl|SDAQ01000061.1_cds_KAI3545493.1_9323 [locus_tag=CABS02_09326] [protein=RNA polymerase II transcription mediator] [protein_id=KAI3545493.1] [location=join(137094..137135,137201..137315,137380..137639)] [gbkey=CDS]
GOLD	lcl|SDAQ01000061.1_cds_KAI3545503.1_9333	58.3	lcl|SDAQ01000061.1_cds_KAI3545503.1_9333 [locus_tag=CABS02_09336] [protein=cytochrome P450] [protein_id=KAI3545503.1] [location=join(171778..171940,171998..172148,172208..173172,173225..173508,173564..173602)] [gbkey=CDS]
GOLD	lcl|SDAQ01000061.1_cds_KAI3545507.1_9337	57.3	lcl|SDAQ01000061.1_cds_KAI3545507.1_9337 [locus_tag=CABS02_09340] [protein=translation initiation factor eIF-5A] [protein_id=KAI3545507.1] [location=complement(join(181501..181571,181648..181780,181849..182115,182425..182445))] [gbkey=CDS]
GOLD	lcl|SDAQ01000062.1_cds_KAI3545263.1_9380	52.1	lcl|SDAQ01000062.1_cds_KAI3545263.1_9380 [locus_tag=CABS02_09383] [protein=cytochrome P450] [protein_id=KAI3545263.1] [location=complement(join(45936..46064,46133..46453,46514..46753,46798..46861,46916..47697))] [gbkey=CDS]
GOLD	lcl|SDAQ01000062.1_cds_KAI3545290.1_9407	58.0	lcl|SDAQ01000062.1_cds_KAI3545290.1_9407 [locus_tag=CABS02_09410] [protein=cytochrome P450] [protein_id=KAI3545290.1] [location=complement(join(128446..129127,129182..129263,129329..130039,130093..130347,130407..130524))] [gbkey=CDS]
GOLD	lcl|SDAQ01000063.1_cds_KAI3545130.1_9470	53.7	lcl|SDAQ01000063.1_cds_KAI3545130.1_9470 [locus_tag=CABS02_09473] [protein=cytochrome P450] [protein_id=KAI3545130.1] [location=complement(join(220502..220843,220948..221781,221849..222226))] [gbkey=CDS]
GOLD	lcl|SDAQ01000064.1_cds_KAI3544964.1_9553	52.1	lcl|SDAQ01000064.1_cds_KAI3544964.1_9553 [locus_tag=CABS02_09556] [protein=cytochrome P450] [protein_id=KAI3544964.1] [location=complement(join(199616..199738,199793..200285,200336..200461,200526..200890,201011..201207,201331..201526))] [gbkey=CDS]
GOLD	lcl|SDAQ01000065.1_cds_KAI3544748.1_9596	51.7	lcl|SDAQ01000065.1_cds_KAI3544748.1_9596 [locus_tag=CABS02_09599] [protein=ubiquitin-conjugating enzyme] [protein_id=KAI3544748.1] [location=join(97708..97755,97869..98019,98083..98351)] [gbkey=CDS]
GOLD	lcl|SDAQ01000065.1_cds_KAI3544751.1_9599	59.8	lcl|SDAQ01000065.1_cds_KAI3544751.1_9599 [locus_tag=CABS02_09602] [protein=ATP synthase F1] [protein_id=KAI3544751.1] [location=complement(join(106294..106422,106492..106625,106690..107282,107483..107538))] [gbkey=CDS]
GOLD	lcl|SDAQ01000067.1_cds_KAI3544328.1_9727	56.1	lcl|SDAQ01000067.1_cds_KAI3544328.1_9727 [locus_tag=CABS02_09730] [protein=translation initiation factor SUI1] [protein_id=KAI3544328.1] [location=join(29807..30065,30231..30298,30404..30427)] [gbkey=CDS]
GOLD	lcl|SDAQ01000067.1_cds_KAI3544332.1_9731	58.6	lcl|SDAQ01000067.1_cds_KAI3544332.1_9731 [locus_tag=CABS02_09734] [protein=40S ribosomal protein S15] [partial=5'] [protein_id=KAI3544332.1] [location=complement(join(36593..36662,36743..37039,37227..37303,37475..>37627))] [gbkey=CDS]
GOLD	lcl|SDAQ01000067.1_cds_KAI3544363.1_9762	52.9	lcl|SDAQ01000067.1_cds_KAI3544363.1_9762 [locus_tag=CABS02_09765] [protein=RNA polymerase III subunit Rpc25] [protein_id=KAI3544363.1] [location=join(123465..123476,123540..123735,123798..123948,124004..124238)] [gbkey=CDS]
GOLD	lcl|SDAQ01000067.1_cds_KAI3544382.1_9781	58.7	lcl|SDAQ01000067.1_cds_KAI3544382.1_9781 [locus_tag=CABS02_09784] [protein=ATP synthase subunit E] [protein_id=KAI3544382.1] [location=join(182743..182766,182928..183117,183235..183308)] [gbkey=CDS]
GOLD	lcl|SDAQ01000071.1_cds_KAI3543637.1_9990	55.9	lcl|SDAQ01000071.1_cds_KAI3543637.1_9990 [locus_tag=CABS02_09960] [protein=ubiquitin-like modifier-activating enzyme atg-7] [protein_id=KAI3543637.1] [location=join(83278..83474,83525..83651,83711..85042,85092..85550)] [gbkey=CDS]
GOLD	lcl|SDAQ01000072.1_cds_KAI3543433.1_10066	55.8	lcl|SDAQ01000072.1_cds_KAI3543433.1_10066 [locus_tag=CABS02_10036] [protein=DNA-directed RNA polymerase II subunit Rpb7] [protein_id=KAI3543433.1] [location=join(104187..104435,104494..104574,104648..104817,104874..104889)] [gbkey=CDS]
GOLD	lcl|SDAQ01000072.1_cds_KAI3543472.1_10105	58.7	lcl|SDAQ01000072.1_cds_KAI3543472.1_10105 [locus_tag=CABS02_10075] [protein=ribosomal L29 protein] [protein_id=KAI3543472.1] [location=join(214415..214417,214628..214767,214871..215096,215281..215289)] [gbkey=CDS]
GOLD	lcl|SDAQ01000073.1_cds_KAI3543233.1_10140	54.9	lcl|SDAQ01000073.1_cds_KAI3543233.1_10140 [locus_tag=CABS02_10110] [protein=S25 ribosomal protein] [protein_id=KAI3543233.1] [location=join(89058..89464,89560..89595,89665..90014,90083..90108)] [gbkey=CDS]
GOLD	lcl|SDAQ01000073.1_cds_KAI3543267.1_10174	50.9	lcl|SDAQ01000073.1_cds_KAI3543267.1_10174 [locus_tag=CABS02_10144] [protein=cytochrome P450] [protein_id=KAI3543267.1] [location=207581..209239] [gbkey=CDS]
GOLD	lcl|SDAQ01000074.1_cds_KAI3543037.1_10191	50.5	lcl|SDAQ01000074.1_cds_KAI3543037.1_10191 [locus_tag=CABS02_10161] [protein=cytochrome P450] [protein_id=KAI3543037.1] [location=join(46203..46523,46605..46967,47038..47246,47322..47646,47731..47850,47914..48003,48064..48159)] [gbkey=CDS]
GOLD	lcl|SDAQ01000075.1_cds_KAI3542898.1_10285	55.2	lcl|SDAQ01000075.1_cds_KAI3542898.1_10285 [locus_tag=CABS02_10255] [protein=benzoate 4-monooxygenase cytochrome P450] [protein_id=KAI3542898.1] [location=join(152696..153678,153741..154161,154213..154404)] [gbkey=CDS]
GOLD	lcl|SDAQ01000075.1_cds_KAI3542900.1_10287	52.2	lcl|SDAQ01000075.1_cds_KAI3542900.1_10287 [locus_tag=CABS02_10257] [protein=RNA-directed RNA polymerase] [protein_id=KAI3542900.1] [location=join(157657..158794,158881..159657,159714..161881)] [gbkey=CDS]
GOLD	lcl|SDAQ01000075.1_cds_KAI3542918.1_10305	54.6	lcl|SDAQ01000075.1_cds_KAI3542918.1_10305 [locus_tag=CABS02_10275] [protein=cytochrome P450] [protein_id=KAI3542918.1] [location=complement(206739..208133)] [gbkey=CDS]
GOLD	lcl|SDAQ01000076.1_cds_KAI3542712.1_10362	55.7	lcl|SDAQ01000076.1_cds_KAI3542712.1_10362 [locus_tag=CABS02_10332] [protein=ubiquinol-cytochrome C reductase] [protein_id=KAI3542712.1] [location=complement(join(207717..207776,207864..207912,208048..208113,208257..208279,208355..208357))] [gbkey=CDS]
GOLD	lcl|SDAQ01000077.1_cds_KAI3542519.1_10390	56.8	lcl|SDAQ01000077.1_cds_KAI3542519.1_10390 [locus_tag=CABS02_10360] [protein=cytochrome P450] [protein_id=KAI3542519.1] [location=join(75328..75451,75510..75606,75675..77400)] [gbkey=CDS]
GOLD	lcl|SDAQ01000078.1_cds_KAI3542355.1_10448	55.3	lcl|SDAQ01000078.1_cds_KAI3542355.1_10448 [locus_tag=CABS02_10418] [protein=proteasome A-type and B-type] [protein_id=KAI3542355.1] [location=complement(join(111076..111203,111264..111682,111740..111924,112003..112026))] [gbkey=CDS]
GOLD	lcl|SDAQ01000078.1_cds_KAI3542379.1_10472	50.0	lcl|SDAQ01000078.1_cds_KAI3542379.1_10472 [locus_tag=CABS02_10442] [protein=cytochrome P450] [protein_id=KAI3542379.1] [location=complement(join(187640..187756,187826..188827,188896..189092,189185..189395))] [gbkey=CDS]
GOLD	lcl|SDAQ01000079.1_cds_KAI3542202.1_10504	56.1	lcl|SDAQ01000079.1_cds_KAI3542202.1_10504 [locus_tag=CABS02_10474] [protein=ribosomal L22e family protein] [protein_id=KAI3542202.1] [location=join(123573..123587,123717..123961,124050..124176)] [gbkey=CDS]
GOLD	lcl|SDAQ01000080.1_cds_KAI3542042.1_10530	59.9	lcl|SDAQ01000080.1_cds_KAI3542042.1_10530 [locus_tag=CABS02_10500] [protein=proteasome component PUP3] [protein_id=KAI3542042.1] [location=join(30678..30680,30760..30778,30860..31311,31377..31520)] [gbkey=CDS]
GOLD	lcl|SDAQ01000080.1_cds_KAI3542082.1_10570	55.4	lcl|SDAQ01000080.1_cds_KAI3542082.1_10570 [locus_tag=CABS02_10540] [protein=cytochrome P450] [protein_id=KAI3542082.1] [location=join(181830..181913,182004..182789,182848..183162,183238..183404,183475..183637)] [gbkey=CDS]
GOLD	lcl|SDAQ01000083.1_cds_KAI3541542.1_10746	59.1	lcl|SDAQ01000083.1_cds_KAI3541542.1_10746 [locus_tag=CABS02_10716] [protein=40S ribosomal protein S29] [protein_id=KAI3541542.1] [location=complement(join(102450..102458,102580..102679,102819..102880))] [gbkey=CDS]
GOLD	lcl|SDAQ01000085.1_cds_KAI3541218.1_10845	52.8	lcl|SDAQ01000085.1_cds_KAI3541218.1_10845 [locus_tag=CABS02_10815] [protein=ubiquitin carboxyl-terminal hydrolase] [protein_id=KAI3541218.1] [location=complement(join(64700..66414,66469..66859,66914..68373,68485..68593))] [gbkey=CDS]
GOLD	lcl|SDAQ01000088.1_cds_KAI3540877.1_10932	50.8	lcl|SDAQ01000088.1_cds_KAI3540877.1_10932 [locus_tag=CABS02_10902] [protein=ribosomal protein L33] [protein_id=KAI3540877.1] [location=complement(join(22145..22191,22308..22424,22506..22518))] [gbkey=CDS]
GOLD	lcl|SDAQ01000088.1_cds_KAI3540879.1_10934	59.9	lcl|SDAQ01000088.1_cds_KAI3540879.1_10934 [locus_tag=CABS02_10904] [protein=26S proteasome subunit RPN7] [partial=5'] [protein_id=KAI3540879.1] [location=complement(join(27306..27504,27564..28369,28427..>29086))] [gbkey=CDS]
GOLD	lcl|SDAQ01000090.1_cds_KAI3540579.1_11022	54.5	lcl|SDAQ01000090.1_cds_KAI3540579.1_11022 [locus_tag=CABS02_10992] [protein=ATP synthase F0] [protein_id=KAI3540579.1] [location=join(19433..19463,19524..19740,19792..20194,20251..20478)] [gbkey=CDS]
GOLD	lcl|SDAQ01000090.1_cds_KAI3540588.1_11031	58.8	lcl|SDAQ01000090.1_cds_KAI3540588.1_11031 [locus_tag=CABS02_11001] [protein=50S ribosomal protein L11] [protein_id=KAI3540588.1] [location=join(63551..63682,63809..64144)] [gbkey=CDS]
GOLD	lcl|SDAQ01000090.1_cds_KAI3540611.1_11054	57.0	lcl|SDAQ01000090.1_cds_KAI3540611.1_11054 [locus_tag=CABS02_11024] [protein=ATP synthase subunit C] [protein_id=KAI3540611.1] [location=join(133920..133977,134051..134177,134250..134558,134619..134727)] [gbkey=CDS]
GOLD	lcl|SDAQ01000093.1_cds_KAI3540147.1_11223	58.9	lcl|SDAQ01000093.1_cds_KAI3540147.1_11223 [locus_tag=CABS02_11193] [protein=cytochrome P450] [protein_id=KAI3540147.1] [location=complement(join(141956..142828,142882..144987,145060..145178,145266..145380))] [gbkey=CDS]
GOLD	lcl|SDAQ01000094.1_cds_KAI3539969.1_11253	58.6	lcl|SDAQ01000094.1_cds_KAI3539969.1_11253 [locus_tag=CABS02_11223] [protein=cytochrome P450] [protein_id=KAI3539969.1] [location=join(82589..82859,82927..83018,83077..83161,83252..83926,84021..84418,84521..84565)] [gbkey=CDS]
GOLD	lcl|SDAQ01000096.1_cds_KAI3539657.1_11351	59.8	lcl|SDAQ01000096.1_cds_KAI3539657.1_11351 [locus_tag=CABS02_11321] [protein=ribosomal protein L1p/L10e family protein] [protein_id=KAI3539657.1] [location=complement(join(60738..61395,61457..61695))] [gbkey=CDS]
GOLD	lcl|SDAQ01000096.1_cds_KAI3539674.1_11368	53.1	lcl|SDAQ01000096.1_cds_KAI3539674.1_11368 [locus_tag=CABS02_11338] [protein=cytochrome c oxidase subunit 1] [protein_id=KAI3539674.1] [location=108641..110044] [gbkey=CDS]
GOLD	lcl|SDAQ01000096.1_cds_KAI3539677.1_11371	54.1	lcl|SDAQ01000096.1_cds_KAI3539677.1_11371 [locus_tag=CABS02_11341] [protein=cytochrome P450 oxidoreductase] [protein_id=KAI3539677.1] [location=116788..118353] [gbkey=CDS]
GOLD	lcl|SDAQ01000097.1_cds_KAI3539512.1_11415	56.8	lcl|SDAQ01000097.1_cds_KAI3539512.1_11415 [locus_tag=CABS02_11385] [protein=ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein] [protein_id=KAI3539512.1] [location=complement(join(75431..75529,75685..75871,75929..75975))] [gbkey=CDS]
GOLD	lcl|SDAQ01000097.1_cds_KAI3539513.1_11416	59.0	lcl|SDAQ01000097.1_cds_KAI3539513.1_11416 [locus_tag=CABS02_11386] [protein=ribosomal protein L10.e] [protein_id=KAI3539513.1] [location=join(76373..76417,76668..77052,77113..77348)] [gbkey=CDS]
GOLD	lcl|SDAQ01000097.1_cds_KAI3539516.1_11419	54.3	lcl|SDAQ01000097.1_cds_KAI3539516.1_11419 [locus_tag=CABS02_11389] [protein=ribosomal protein L19] [protein_id=KAI3539516.1] [location=complement(join(103135..103359,103390..103757,103815..104471,104524..106468,106557..106610))] [gbkey=CDS]
GOLD	lcl|SDAQ01000101.1_cds_KAI3538981.1_11602	51.0	lcl|SDAQ01000101.1_cds_KAI3538981.1_11602 [locus_tag=CABS02_11572] [protein=RNA-dependent RNA polymerase] [protein_id=KAI3538981.1] [location=complement(join(106835..107775,107830..110653))] [gbkey=CDS]
GOLD	lcl|SDAQ01000102.1_cds_KAI3538833.1_11629	51.6	lcl|SDAQ01000102.1_cds_KAI3538833.1_11629 [locus_tag=CABS02_11599] [protein=cytochrome P450] [protein_id=KAI3538833.1] [location=complement(23709..25226)] [gbkey=CDS]
GOLD	lcl|SDAQ01000103.1_cds_KAI3538730.1_11724	57.8	lcl|SDAQ01000103.1_cds_KAI3538730.1_11724 [locus_tag=CABS02_11694] [protein=cytochrome P450] [protein_id=KAI3538730.1] [location=join(117615..118080,118125..118202,118269..119023,119088..119408)] [gbkey=CDS]
GOLD	lcl|SDAQ01000105.1_cds_KAI3538478.1_11789	56.4	lcl|SDAQ01000105.1_cds_KAI3538478.1_11789 [locus_tag=CABS02_11759] [protein=DNA polymerase delta] [protein_id=KAI3538478.1] [location=join(77000..77425,77482..77652)] [gbkey=CDS]
GOLD	lcl|SDAQ01000106.1_cds_KAI3538335.1_11821	51.0	lcl|SDAQ01000106.1_cds_KAI3538335.1_11821 [locus_tag=CABS02_11791] [protein=cytochrome P450] [protein_id=KAI3538335.1] [location=join(28410..28617,28716..28841,28899..29094,29158..29309,29365..29627,29674..29945,29998..30394)] [gbkey=CDS]
GOLD	lcl|SDAQ01000106.1_cds_KAI3538354.1_11840	51.5	lcl|SDAQ01000106.1_cds_KAI3538354.1_11840 [locus_tag=CABS02_11810] [protein=cytochrome P450] [protein_id=KAI3538354.1] [location=complement(join(80549..81118,81176..81253))] [gbkey=CDS]
GOLD	lcl|SDAQ01000107.1_cds_KAI3538218.1_11892	52.6	lcl|SDAQ01000107.1_cds_KAI3538218.1_11892 [locus_tag=CABS02_11862] [protein=tubulin/FtsZ family protein] [protein_id=KAI3538218.1] [location=join(114227..114234,114293..114333,114393..114559,114612..114794,114843..115136,115190..115654,115710..115940)] [gbkey=CDS]
GOLD	lcl|SDAQ01000113.1_cds_KAI3537581.1_12094	53.4	lcl|SDAQ01000113.1_cds_KAI3537581.1_12094 [locus_tag=CABS02_12058] [protein=cytochrome P450] [protein_id=KAI3537581.1] [location=join(29483..29741,29811..29937,30063..30425,30476..30530,30580..31220,31307..31472)] [gbkey=CDS]
GOLD	lcl|SDAQ01000113.1_cds_KAI3537587.1_12100	52.2	lcl|SDAQ01000113.1_cds_KAI3537587.1_12100 [locus_tag=CABS02_12064] [protein=benzoate 4-monooxygenase cytochrome P450] [protein_id=KAI3537587.1] [location=complement(join(45569..45640,45705..46025,46103..46336,46394..46480))] [gbkey=CDS]
GOLD	lcl|SDAQ01000114.1_cds_KAI3537484.1_12181	56.3	lcl|SDAQ01000114.1_cds_KAI3537484.1_12181 [locus_tag=CABS02_12145] [protein=ribosomal protein L34e] [protein_id=KAI3537484.1] [location=join(120072..120185,120368..120518,121184..121241,121384..121507,121777..121965)] [gbkey=CDS]
GOLD	lcl|SDAQ01000120.1_cds_KAI3536797.1_12436	49.5	lcl|SDAQ01000120.1_cds_KAI3536797.1_12436 [locus_tag=CABS02_12433] [protein=cytochrome P450] [protein_id=KAI3536797.1] [location=complement(join(121945..122448,122510..123330,123393..123795))] [gbkey=CDS]
GOLD	lcl|SDAQ01000120.1_cds_KAI3536798.1_12437	51.8	lcl|SDAQ01000120.1_cds_KAI3536798.1_12437 [locus_tag=CABS02_12434] [protein=cytochrome P450] [protein_id=KAI3536798.1] [location=124782..126182] [gbkey=CDS]
GOLD	lcl|SDAQ01000121.1_cds_KAI3536662.1_12455	56.9	lcl|SDAQ01000121.1_cds_KAI3536662.1_12455 [locus_tag=CABS02_12452] [protein=ubiquitin-conjugating enzyme] [protein_id=KAI3536662.1] [location=join(46685..46834,46899..47426)] [gbkey=CDS]
GOLD	lcl|SDAQ01000123.1_cds_KAI3536453.1_12541	53.6	lcl|SDAQ01000123.1_cds_KAI3536453.1_12541 [locus_tag=CABS02_12538] [protein=cytochrome P450] [protein_id=KAI3536453.1] [location=join(78767..79147,79212..79296,79368..79436,79495..80127,80180..80604)] [gbkey=CDS]
GOLD	lcl|SDAQ01000124.1_cds_KAI3536320.1_12571	59.2	lcl|SDAQ01000124.1_cds_KAI3536320.1_12571 [locus_tag=CABS02_12568] [protein=60S ribosomal protein L8-B] [protein_id=KAI3536320.1] [location=join(57977..57979,58249..58323,58387..58896,58953..59153)] [gbkey=CDS]
GOLD	lcl|SDAQ01000124.1_cds_KAI3536326.1_12577	52.9	lcl|SDAQ01000124.1_cds_KAI3536326.1_12577 [locus_tag=CABS02_12574] [protein=cytochrome P450] [protein_id=KAI3536326.1] [location=complement(join(74091..75041,75108..75334,75387..75631,75708..75814))] [gbkey=CDS]
GOLD	lcl|SDAQ01000125.1_cds_KAI3536229.1_12607	52.1	lcl|SDAQ01000125.1_cds_KAI3536229.1_12607 [locus_tag=CABS02_12604] [protein=ubiquitin carboxyl-terminal hydrolase] [protein_id=KAI3536229.1] [location=complement(join(53897..53994,54071..54127,54179..57171,57230..57339,57391..57607,57659..57962,58011..58368,58421..61118,61175..61340,61403..62111))] [gbkey=CDS]
GOLD	lcl|SDAQ01000127.1_cds_KAI3536052.1_12691	57.5	lcl|SDAQ01000127.1_cds_KAI3536052.1_12691 [locus_tag=CABS02_12688] [protein=ubiquitin-conjugating enzyme] [protein_id=KAI3536052.1] [location=join(53686..53792,53862..54194,54248..54350)] [gbkey=CDS]
GOLD	lcl|SDAQ01000127.1_cds_KAI3536053.1_12692	59.4	lcl|SDAQ01000127.1_cds_KAI3536053.1_12692 [locus_tag=CABS02_12689] [protein=50S ribosomal protein L31e] [protein_id=KAI3536053.1] [location=complement(join(54863..55066,55204..55278,55398..55490))] [gbkey=CDS]
GOLD	lcl|SDAQ01000128.1_cds_KAI3535986.1_12734	53.9	lcl|SDAQ01000128.1_cds_KAI3535986.1_12734 [locus_tag=CABS02_12731] [protein=DNA-directed RNA polymerase I subunit RPA2] [protein_id=KAI3535986.1] [location=complement(join(83419..86628,86690..87185,87249..87256))] [gbkey=CDS]
GOLD	lcl|SDAQ01000128.1_cds_KAI3535992.1_12740	53.1	lcl|SDAQ01000128.1_cds_KAI3535992.1_12740 [locus_tag=CABS02_12737] [protein=ubiquitin family protein] [protein_id=KAI3535992.1] [location=join(106947..106957,107039..107147,107182..107264,107379..107463)] [gbkey=CDS]
GOLD	lcl|SDAQ01000128.1_cds_KAI3535993.1_12741	54.3	lcl|SDAQ01000128.1_cds_KAI3535993.1_12741 [locus_tag=CABS02_12738] [protein=RNA polymerase II transcription factor SIII subunit A] [protein_id=KAI3535993.1] [location=complement(108038..109285)] [gbkey=CDS]
GOLD	lcl|SDAQ01000133.1_cds_KAI3535487.1_12900	56.1	lcl|SDAQ01000133.1_cds_KAI3535487.1_12900 [locus_tag=CABS02_12897] [protein=proteasome A-type and B-type] [partial=5'] [protein_id=KAI3535487.1] [location=complement(join(41649..41850,41951..42200,42333..42490,42561..>42679))] [gbkey=CDS]
GOLD	lcl|SDAQ01000136.1_cds_KAI3535244.1_12993	57.1	lcl|SDAQ01000136.1_cds_KAI3535244.1_12993 [locus_tag=CABS02_12990] [protein=ubiquitin-conjugating enzyme] [protein_id=KAI3535244.1] [location=complement(join(46686..46746,46821..47026,47095..47174,47259..47331))] [gbkey=CDS]
GOLD	lcl|SDAQ01000143.1_cds_KAI3534589.1_13191	56.3	lcl|SDAQ01000143.1_cds_KAI3534589.1_13191 [locus_tag=CABS02_13170] [protein=cytochrome P450] [protein_id=KAI3534589.1] [location=complement(join(6834..7019,7086..7569,7632..7757,7873..8219,8284..8480,8535..8700))] [gbkey=CDS]
